username,judul video,text,tanggal publish,clean_comment,comment_no_slang,Sentimen
@kgsknaomi14,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",gw lebih suka model nya iphone 16e😢,2025-03-14T03:50:32Z,gw lebih suka model nya iphone 16e,saya lebih suka model nya iphone 16e,1
@leesan960,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...","Mending iphone 15 gak sih skrg harga di chopee 10,8jt",2025-03-14T00:43:54Z,mending iphone 15 gak sih skrg harga di chopee 10 8jt,lebih baik iphone 15 tidak sih sekarang harga di chopee 10 8juta,2
@Nanik-tf5qe,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",kapan leptop lagi bang,2025-03-13T22:46:45Z,kapan leptop lagi bang,kapan leptop lagi bang,3
@riyantonolatu2479,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...","Kita yg di bawah saling ngatain hp 3 jt kok gada ultrawide, kamera banyak kok isinya gimmick. 

Sedangkan iphone 11jt++ gada ultra wide 60hz pula. 😅",2025-03-13T21:24:20Z,kita yg di bawah saling ngatain hp 3 jt kok gada ultrawide kamera banyak kok isinya gimmick sedangkan iphone 11jt gada ultra wide 60hz pula,kita yang di bawah saling ngatain hp 3 juta kok gada ultrawide kamera banyak kok isinya gimmick sedangkan iphone 11juta gada ultra wide 60hz pula,2
@CUPSC,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",keknya bakal turun cepet nih harganya,2025-03-13T21:10:53Z,keknya bakal turun cepet nih harganya,sepertinya bakal turun cepet nih harganya,3
@dammskrtt2175,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Etlis nambahin dynimc island lah biar gak kek jadul jadul banget masalahnya 11 juta kalau under 2 digit oke lah,2025-03-13T20:51:37Z,etlis nambahin dynimc island lah biar gak kek jadul jadul banget masalahnya 11 juta kalau under 2 digit oke lah,etlis nambahin dynimc island lah biar tidak seperti jadul jadul sekali masalahnya 11 juta kalau under 2 digit oke lah,2
@KIMIKECMANOVIC,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",MADE IN CHINA,2025-03-13T19:50:32Z,made in china,made in china,3
@erikozpln,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Nanti pasti ada yang bilang beli buat jangka panjang 😂,2025-03-13T19:19:55Z,nanti pasti ada yang bilang beli buat jangka panjang,nanti pasti ada yang bilang beli buat jangka panjang,2
@chips444,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Kalau saya punya uang segitu mending beli macbook air m1,2025-03-13T18:57:13Z,kalau saya punya uang segitu mending beli macbook air m1,kalau saya punya uang segitu lebih baik beli macbook air m1,2
@LekUungChannel,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Murah bagi yg tebel kertas nya 😊,2025-03-13T18:43:29Z,murah bagi yg tebel kertas nya,murah bagi yang tebel kertas nya,2
@KennardDragonOfficial,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...","Kenapa iphone kalo nggak dipake selalu mode pesawat terus,saya liat temen mode pesawat terus ex inter kah, kalo imei indo nggak perlu mode pesawat terus kan bisa tinggal matiin data seluler nya aja...Mohon dijawab🙏🙏",2025-03-13T18:33:10Z,kenapa iphone kalo nggak dipake selalu mode pesawat terus saya liat temen mode pesawat terus ex inter kah kalo imei indo nggak perlu mode pesawat terus kan bisa tinggal matiin data seluler nya aja mohon dijawab,kenapa iphone kalau tidak dipakai selalu mode pesawat terus saya liat teman mode pesawat terus ex inter kah kalau imei indonesia tidak perlu mode pesawat terus kan bisa tinggal matiin data seluler nya aja mohon dijawab,3
@psssendangsejagadt5924,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Mending Android lebih awet baik,2025-03-13T18:26:52Z,mending android lebih awet baik,lebih baik android lebih awet baik,2
@fahrulanur,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",ku kira XR,2025-03-13T16:17:25Z,ku kira xr,ku kira xr,2
@retest6658,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...","Konsep nya sama dengan Google pixel seri ""A"". A for ""Affordable"". Its a part of marketing psychology, bikin lo smua mikir kalo mau beli Iphone, beli aja yg serie ""E"" karena lebih murah daripada base model. Bener sih, tapi tetep aja Hp mewah yg harganya lebih dari 10 jt itu outrageous.",2025-03-13T16:15:22Z,konsep nya sama dengan google pixel seri a a for affordable its a part of marketing psychology bikin lo smua mikir kalo mau beli iphone beli aja yg serie e karena lebih murah daripada base model bener sih tapi tetep aja hp mewah yg harganya lebih dari 10 jt itu outrageous,konsep nya sama dengan google pixel seri a a for affordable its a part of marketing psayachology bikin lo smua pikir kalau mau beli iphone beli aja yang serie e karena lebih murah daripada base model benar sih tapi tetap aja hp mewah yang harganya lebih dari 10 juta itu outrageous,1
@tanker-5uV,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Gila look-nya gitu2 aja,2025-03-13T16:12:48Z,gila look nya gitu2 aja,gila look nya gitu2 aja,2
@KangdediVespa,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",yang pengen beli xr aja belum keturutan ini udh ada yang lain😭,2025-03-13T15:46:20Z,yang pengen beli xr aja belum keturutan ini udh ada yang lain,yang ingin beli xr aja belum keturutan ini sudah ada yang lain,3
@rachmatfebrianto414,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Terlalu pede si apple desain tipe 16e 😂,2025-03-13T13:43:26Z,terlalu pede si apple desain tipe 16e,terlalu pede si apple desain tipe 16e,2
@faisalkurniawan4557,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Ternyata izin nyaa masi belum diurus bang iPhone,2025-03-13T11:17:12Z,ternyata izin nyaa masi belum diurus bang iphone,ternyata izin nyaa masi belum diurus bang iphone,3
@trexgt821,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Mending nunggu ip16pro max gasih,2025-03-13T10:28:48Z,mending nunggu ip16pro max gasih,lebih baik nunggu iphone16pro max gasih,2
@ulil_ahmad,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...","vid minta iphone nya 1 vid, buat lebaran😅",2025-03-13T09:53:47Z,vid minta iphone nya 1 vid buat lebaran,vid minta iphone nya 1 vid buat lebaran,3
@SarfarazSena,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...","Masih nonton pake iphone 8, semoga bisa segera upgrade. Aamiin",2025-03-13T09:29:18Z,masih nonton pake iphone 8 semoga bisa segera upgrade aamiin,masih nonton pakai iphone 8 semoga bisa segera upgrade aamiin,3
@syamsularifin9424,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...","kaya jaman nya iphone 5c yg warna warni, bilangnya ip murah eh sama aja mahal 😂",2025-03-13T08:40:49Z,kaya jaman nya iphone 5c yg warna warni bilangnya ip murah eh sama aja mahal,kaya jaman nya iphone 5c yang warna warni bilangnya iphone murah eh sama aja mahal,2
@Ryanrongga,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Kalau harga segitu menurut ku lebih wort it beli iPhone 15,2025-03-13T03:15:35Z,kalau harga segitu menurut ku lebih wort it beli iphone 15,kalau harga segitu menurut ku lebih wort it beli iphone 15,2
@muhammadalvinyufianofirdau9591,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...","11 jt terasa mahal karna nda guna, mirip hp 1 jt fiturnya",2025-03-13T02:03:36Z,11 jt terasa mahal karna nda guna mirip hp 1 jt fiturnya,11 juta terasa mahal karna nda guna mirip hp 1 juta fiturnya,2
@ilhamwoiii,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",review iphone se 4 dong bang david,2025-03-13T01:53:33Z,review iphone se 4 dong bang david,review iphone se 4 dong bang david,3
@yohanesfery2466,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",set set set set set set set hap hap hap hap hap 😂,2025-03-12T23:24:18Z,set set set set set set set hap hap hap hap hap,set set set set set set set hap hap hap hap hap,3
@bouken2000,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...","16:48 ini emg udh ciri khas produk apple terutama di iphone sama ipad, kl udh kelamaan buat digeber dan panas dia bakal melambat performanya dan bakal framdrop. Aku sendiri main genshin di ipad rata kanan jg paling stabilnya ga lama, kl udh panas dia banyak framedrop, solusinya yaa tambahin cooler",2025-03-12T17:57:12Z,16 48 ini emg udh ciri khas produk apple terutama di iphone sama ipad kl udh kelamaan buat digeber dan panas dia bakal melambat performanya dan bakal framdrop aku sendiri main genshin di ipad rata kanan jg paling stabilnya ga lama kl udh panas dia banyak framedrop solusinya yaa tambahin cooler,16 48 ini emg sudah ciri khas produk apple terutama di iphone sama ipad kl sudah kelamaan buat digeber dan panas dia bakal melambat performanya dan bakal framdrop saya sendiri main genshin di ipad rata kanan jg paling stabilnya ga lama kl sudah panas dia banyak framedrop solusinya yaa tambahin cooler,1
@bouken2000,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",4:07 lebih mirip iphone 7 ama 8 sih daripada XR,2025-03-12T17:44:07Z,4 07 lebih mirip iphone 7 ama 8 sih daripada xr,4 07 lebih mirip iphone 7 ama 8 sih daripada xr,3
@bouken2000,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Kukira 8 jutaan atau dibawahnya 🤣,2025-03-12T17:43:24Z,kukira 8 jutaan atau dibawahnya,kukira 8 jutaan atau dibawahnya,2
@RuriVesJakarta,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Yang nonton masih di android semoga bisa nonton di IOS amiinn 🎉🎉🎉 salam ves jakarta,2025-03-12T16:21:02Z,yang nonton masih di android semoga bisa nonton di ios amiinn salam ves jakarta,yang nonton masih di android semoga bisa nonton di ios amiinn salam ves jakarta,3
@Lilik13-j1h9b,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Kirain 5-7jt😂😂😂,2025-03-12T15:19:55Z,kirain 5 7jt,kirain 5 7juta,2
@hanifftrhmn3636,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",gua make Xr aja udah bersyukur bang😭,2025-03-12T14:05:14Z,gua make xr aja udah bersyukur bang,saya memakai xr aja sudah bersayaukur bang,3
@sulkhanireng,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Mending beli Sate pohong,2025-03-12T13:09:37Z,mending beli sate pohong,lebih baik beli sate pohong,2
@Acta_In,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...","Mending Miring Ke Vivo X200
Lebih jelas speknya 😂",2025-03-12T13:09:34Z,mending miring ke vivo x200 lebih jelas speknya,lebih baik miring ke vivo x200 lebih jelas speknya,2
@KomangBagus-p8j,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Lorain murahnya 2jtan 😂😂,2025-03-12T12:47:11Z,lorain murahnya 2jtan,lorain murahnya 2jutaan,3
@chandrabagaskara4102,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Menurut gua bagusan 16e dari hasil kamera,2025-03-12T12:17:03Z,menurut gua bagusan 16e dari hasil kamera,menurut saya bagusan 16e dari hasil kamera,1
@Boongneon,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Iphone decoy,2025-03-12T12:15:54Z,iphone decoy,iphone decoy,2
@EmilHamzah-s7q,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Spesifikasi iPhone 16e dirasa cupu sama HP2 Android dari Cina dengan harga 2 jutaan 😂,2025-03-12T12:04:02Z,spesifikasi iphone 16e dirasa cupu sama hp2 android dari cina dengan harga 2 jutaan,spesifikasi iphone 16e dirasa cupu sama hp2 android dari cina dengan harga 2 jutaan,2
@MuhammadFaisal-sc3jo,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Generasi lanjutan IP xr,2025-03-12T10:32:15Z,generasi lanjutan ip xr,generasi lanjutan iphone xr,3
@AirulAirul-h3d,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Bang David coba nanti review ZTE Nubia v70 design,2025-03-12T10:09:12Z,bang david coba nanti review zte nubia v70 design,bang david coba nanti review zte nubia v70 design,3
@rozial-qomar3461,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...","Izin tanya bg david dan semuanya, kalo misalnya kamera iphone dikasih pelindung kamera atau lensa protektor boleh apa gk ya? mohon dongg pencerahannya",2025-03-12T06:04:01Z,izin tanya bg david dan semuanya kalo misalnya kamera iphone dikasih pelindung kamera atau lensa protektor boleh apa gk ya mohon dongg pencerahannya,izin tanya bg david dan semuanya kalau misalnya kamera iphone dikasih pelindung kamera atau lensa protektor boleh apa gk ya mohon dongg pencerahannya,3
@arifadnan2822,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...","Banyak yang pengen beli tapi apalahbdaya umr indonesia paling tinggi di Jakarta 5 juta😂 kalo di sulawesi 3 juta dan lain2 bisajadi dibwh 2 juta😂 ...Miris amat yah gaji kerja di indonesia, udh rendahh, pajak 12% bahan² pokok naik... ini sih Tutorial mencekik rakyatt...kalo dibandingin ama negara lain gaji mereka sekali kerja bisa beli iphone 16 langsung 2 unit... kalo di indo sekali kerja gajinya bisa beli ikan asin buat sebulan😂....orang amerika ngakak liat gaji indonesia ada yang di bwh 200 dolar per bulan😂....dan maximal 300 -400 dolar perbulan😂....Mau tau apa yang buat rakyat gajinya srgitu doang? Tentu saja pejabat yang gajinya ratujan juta, milyaran bahkan triliunan, ditambah Korupsi di indonesia merajalela prnyebab rakyat sengsara...",2025-03-12T04:47:59Z,banyak yang pengen beli tapi apalahbdaya umr indonesia paling tinggi di jakarta 5 juta kalo di sulawesi 3 juta dan lain2 bisajadi dibwh 2 juta miris amat yah gaji kerja di indonesia udh rendahh pajak 12 bahan pokok naik ini sih tutorial mencekik rakyatt kalo dibandingin ama negara lain gaji mereka sekali kerja bisa beli iphone 16 langsung 2 unit kalo di indo sekali kerja gajinya bisa beli ikan asin buat sebulan orang amerika ngakak liat gaji indonesia ada yang di bwh 200 dolar per bulan dan maximal 300 400 dolar perbulan mau tau apa yang buat rakyat gajinya srgitu doang tentu saja pejabat yang gajinya ratujan juta milyaran bahkan triliunan ditambah korupsi di indonesia merajalela prnyebab rakyat sengsara,banyak yang ingin beli tapi apalahbdaya umr indonesia paling tinggi di jakarta 5 juta kalau di sulawesi 3 juta dan lain2 bisajadi dibwh 2 juta miris amat yah gaji kerja di indonesia sudah rendahh pajak 12 bahan pokok naik ini sih tutorial mencekik rakyatt kalau dibandingin ama negara lain gaji mereka sekali kerja bisa beli iphone 16 langsung 2 unit kalau di indonesia sekali kerja gajinya bisa beli ikan asin buat sebulan orang amerika ngakak liat gaji indonesia ada yang di bwh 200 dolar per bulan dan maximal 300 400 dolar perbulan mau tau apa yang buat rakyat gajinya srgitu saja tentu saja pejabat yang gajinya ratujan juta milyaran bahkan triliunan ditambah korupsi di indonesia merajalela prnyebab rakyat sengsara,3
@singgihismoyo6458,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Lighting nya redup,2025-03-12T03:09:07Z,lighting nya redup,lighting nya redup,3
@SaudahAbdillah-k7m,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Bagi link iPhone baru yg di shopee bangg,2025-03-12T02:16:18Z,bagi link iphone baru yg di shopee bangg,bagi link iphone baru yang di shopee bangg,3
@pragilsepriandiputra352,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Apa itu definisi murah 😂,2025-03-11T23:52:17Z,apa itu definisi murah,apa itu definisi murah,2
@12mtrsquad92,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",16 kapan keluar di indoo?😊,2025-03-11T23:49:27Z,16 kapan keluar di indoo,16 kapan keluar di indonesiao,1
@teddymaulana5065,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...","Kalo di marketing, 16e ini decoy product. Produk yg diciptain memang bakal gagal dan buat produk yg lebih mahal seolah olah worth it.",2025-03-11T23:39:33Z,kalo di marketing 16e ini decoy product produk yg diciptain memang bakal gagal dan buat produk yg lebih mahal seolah olah worth it,kalau di marketing 16e ini decoy product produk yang diciptain memang bakal gagal dan buat produk yang lebih mahal seolah olah worth it,2
@roypratama98,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Semua pujiannya penuh keraguan,2025-03-11T21:40:23Z,semua pujiannya penuh keraguan,semua pujiannya penuh kerasayan,3
@dionugrahaa,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...","negara maju harga hp murah,negara bobrok gajih kecil hp pada mahal aneh indonesia rayaaa",2025-03-11T21:25:36Z,negara maju harga hp murah negara bobrok gajih kecil hp pada mahal aneh indonesia rayaaa,negara maju harga hp murah negara bobrok gajih kecil hp pada mahal aneh indonesia rayaaa,3
@kagura8096,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",redmi note 5a ram 2/16 gue udah keceh banget walaupun udah gabisa update wa 😂,2025-03-11T19:53:58Z,redmi note 5a ram 2 16 gue udah keceh banget walaupun udah gabisa update wa,redmi note 5a ram 2 16 saya sudah keceh sekali walaupun sudah gabisa update wa,3
@tusakajung,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...","Jangan ragu jangan bimbang main di ISTANACASH udah pasti di kasi menang, wede berapapun sudah pasti di bayar🔥🔥",2025-03-11T19:27:16Z,jangan ragu jangan bimbang main di istanacash udah pasti di kasi menang wede berapapun sudah pasti di bayar,jangan ragu jangan bimbang main di istanacash sudah pasti di kasi menang wede berapapun sudah pasti di bayar,3
@tusakajung,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...","Menang atau kalah tetep cair, cuma ada di ISTANACASH🔥🔥",2025-03-11T19:27:07Z,menang atau kalah tetep cair cuma ada di istanacash,menang atau kalah tetap cair hanya ada di istanacash,3
@tusakajung,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...","Yang lagi gac0r, yang lagi membara ada di ISTANACASH prendd 🔥",2025-03-11T19:27:02Z,yang lagi gac0r yang lagi membara ada di istanacash prendd,yang lagi gac0r yang lagi membara ada di istanacash prendd,3
@tusakajung,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...","Main disini ga pernah kecewa, pecahannya di manja, dompet auto tebal, cuma di ISTANCASH🔥🔥",2025-03-11T19:26:56Z,main disini ga pernah kecewa pecahannya di manja dompet auto tebal cuma di istancash,main disini ga pernah kecewa pecahannya di manja dompet auto tebal hanya di istancash,3
@daimunainur7081,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...","Saya user iphone SE gen 2 

Sepertinya nunggu lagi versi yang bener” murah dan powerfullnya

Menurut gw kemahalan buat sekelas iphone ekonomis 🙃",2025-03-11T19:10:23Z,saya user iphone se gen 2 sepertinya nunggu lagi versi yang bener murah dan powerfullnya menurut gw kemahalan buat sekelas iphone ekonomis,saya user iphone se gen 2 sepertinya nunggu lagi versi yang bener murah dan powerfullnya menurut saya kemahalan buat sekelas iphone ekonomis,2
@bebyhirah1774,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Cara hemat batray healt versi bang gadget in dong,2025-03-11T18:32:30Z,cara hemat batray healt versi bang gadget in dong,cara hemat batray healt versi bang gadget in dong,3
@Tofahul244,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Udh beli iphone 16E mahal2 . Ehh ada tmenya bilng beli hp bekas realme c30 1 jutaan. 😂 .,2025-03-11T18:13:52Z,udh beli iphone 16e mahal2 ehh ada tmenya bilng beli hp bekas realme c30 1 jutaan,sudah beli iphone 16e mahal2 ehh ada tmenya bilng beli hp bekas realme c30 1 jutaan,2
@hendri2219,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Review s25 base model dong bang david,2025-03-11T15:53:54Z,review s25 base model dong bang david,review s25 base model dong bang david,3
@alarkadimas9911,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",antara kaget liat iphone 16 biasa kok mirip belakangnya kaya model kamera nya nothing phone 1,2025-03-11T15:34:54Z,antara kaget liat iphone 16 biasa kok mirip belakangnya kaya model kamera nya nothing phone 1,antara kaget liat iphone 16 biasa kok mirip belakangnya kaya model kamera nya nothing phone 1,2
@MuhammadSyawal-mx1ot,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Iphone 13 pro aja 8.000.000,2025-03-11T15:18:54Z,iphone 13 pro aja 8 000 000,iphone 13 pro aja 8 000 000,2
@rahmatkosmetikofficial,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...","Apa cuma saya atau memang di video ini, suaranya ada sedikit dengung dilatar belakang??? Mirip sound menggema gitu",2025-03-11T14:57:43Z,apa cuma saya atau memang di video ini suaranya ada sedikit dengung dilatar belakang mirip sound menggema gitu,apa hanya saya atau memang di video ini suaranya ada sedikit dengung dilatar belakang mirip sound menggema gitu,3
@yayanlawenga5169,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",bang coba riview sharp aques sense9,2025-03-11T14:42:23Z,bang coba riview sharp aques sense9,bang coba riview sharp sayaes sense9,3
@srdumr,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Iphone murah semoga kebeli,2025-03-11T12:38:50Z,iphone murah semoga kebeli,iphone murah semoga kebeli,1
@Bregaming23,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",mending ini apa ip 15?,2025-03-11T12:21:30Z,mending ini apa ip 15,lebih baik ini apa iphone 15,3
@Kadokaka-j4s,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",❤❤❤❤❤❤❤,2025-03-11T12:18:56Z,,6Z,3
@chandradidharma,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",menit 20:20 itu krn yg 16e ga dikasi sensor shift bang dibanding 16,2025-03-11T12:15:31Z,menit 20 20 itu krn yg 16e ga dikasi sensor shift bang dibanding 16,menit 20 20 itu krn yang 16e ga dikasi sensor shift bang dibanding 16,1
@Ichsan_ina,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Itumah mirip iPhone 7/8 Pak 😭😭😭,2025-03-11T11:34:16Z,itumah mirip iphone 7 8 pak,itumah mirip iphone 7 8 pak,2
@NauraAyusalvanna,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",11 juta kamera cuma 1😂😂😂😂,2025-03-11T11:19:26Z,11 juta kamera cuma 1,11 juta kamera hanya 1,2
@Realme-b5f8u,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Ip 😂😂😂😂 mending xiomi 15 harga segitu,2025-03-11T10:41:25Z,ip mending xiomi 15 harga segitu,iphone lebih baik xiomi 15 harga segitu,2
@SekaiYuji,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Kacau harga segitu mending ambil Android flagshib,2025-03-11T10:37:16Z,kacau harga segitu mending ambil android flagshib,kacau harga segitu lebih baik ambil android flagshib,2
@kailawijaya-e5w,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",2:11,2025-03-11T10:36:40Z,2 11,2 11,3
@Tanggamus-x6e,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...","Kok bagus e ya hasil foto nya, menurutku",2025-03-11T10:32:52Z,kok bagus e ya hasil foto nya menurutku,kok bagus e ya hasil foto nya menurutku,1
@BukanAdmaja,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...","Na ini suka modelnya, simpel 1 kamera aja cukup",2025-03-11T10:07:21Z,na ini suka modelnya simpel 1 kamera aja cukup,na ini suka modelnya simpel 1 kamera aja cukup,1
@tatakmaharga,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Cocok bwt maen game,2025-03-11T10:07:12Z,cocok bwt maen game,cocok bwt maen game,1
@r.zgaming8627,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Bro itu mirip hp samsung a03core,2025-03-11T09:52:36Z,bro itu mirip hp samsung a03core,bro itu mirip hp samsung a03core,2
@JOE_ishere445,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",bakal jadi gorengan lagi nih xr part 2 harganya anjlok baru booming😂,2025-03-11T09:34:18Z,bakal jadi gorengan lagi nih xr part 2 harganya anjlok baru booming,bakal jadi gorengan lagi nih xr part 2 harganya anjlok baru booming,2
@putriyuha,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",bg rekomen ipad gen 10 wort it atau ngga,2025-03-11T09:00:57Z,bg rekomen ipad gen 10 wort it atau ngga,bg rekomen ipad gen 10 wort it atau ngga,3
@SriRahayu-ue4zi,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Mending 16 sih daripada 16e kayaknya apple blunder lagi,2025-03-11T08:19:35Z,mending 16 sih daripada 16e kayaknya apple blunder lagi,lebih baik 16 sih daripada 16e sepertinya apple blunder lagi,1
@mariofernando4266,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...","user iphone SE gen 1 di tahun 2025 menangis, liat series SE gk diterusin lg oleh Apple😭",2025-03-11T08:14:21Z,user iphone se gen 1 di tahun 2025 menangis liat series se gk diterusin lg oleh apple,user iphone se gen 1 di tahun 2025 menangis liat series se gk diterusin lg oleh apple,3
@aditricahyoko737,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Gk WORT IT. MENDING BELI IPHONE 14 ATAU 15,2025-03-11T07:55:45Z,gk wort it mending beli iphone 14 atau 15,gk wort it lebih baik beli iphone 14 atau 15,2
@RiyuuMurphy,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Mending iphone 13 wkwk,2025-03-11T07:54:27Z,mending iphone 13 wkwk,lebih baik iphone 13 wkwk,2
@rifant_aldi,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Boro² beli iphone bang buat beli android aja masih nabung kok gue 😆.,2025-03-11T07:28:27Z,boro beli iphone bang buat beli android aja masih nabung kok gue,boro beli iphone bang buat beli android aja masih nabung kok saya,3
@IWEVLOG,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Mending iphone 9 lah 😁,2025-03-11T07:01:01Z,mending iphone 9 lah,lebih baik iphone 9 lah,2
@RismanUmiy,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...","Sama hp android harga 2juta an ajh udah berani di adu iPhone 16e gak ada menarik"" nya",2025-03-11T06:34:13Z,sama hp android harga 2juta an ajh udah berani di adu iphone 16e gak ada menarik nya,sama hp android harga 2juta an ajh sudah berani di adu iphone 16e tidak ada menarik nya,2
@GustKo,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Bikin video rekomendasi fan Cooler dong bg,2025-03-11T04:26:21Z,bikin video rekomendasi fan cooler dong bg,bikin video rekomendasi fan cooler dong bg,3
@elfgiana1917,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...","Kirain click bait, ternyata barang asli mah 😅",2025-03-11T04:04:35Z,kirain click bait ternyata barang asli mah,kirain click bait ternyata barang asli mah,3
@SavillaJuana,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",nonton pake ip xr😂,2025-03-11T03:13:16Z,nonton pake ip xr,nonton pakai iphone xr,3
@papoy_vl,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Susah cari barang nya bg,2025-03-11T03:12:01Z,susah cari barang nya bg,susah cari barang nya bg,2
@febryzufanyalfaridzi6946,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Bang saya cari iphone se gen 3 128 gb ibox. Carinya dimana yak yang aman?,2025-03-11T02:23:09Z,bang saya cari iphone se gen 3 128 gb ibox carinya dimana yak yang aman,bang saya cari iphone se gen 3 128 gb ibox carinya dimana yak yang aman,3
@utterdotco,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",PLEASE SPILL BELI TSHIRT PS NYA DIMANAAAAAAAA ITUUUUUU,2025-03-11T02:20:00Z,please spill beli tshirt ps nya dimanaaaaaaaa ituuuuuu,please spill beli tshirt ps nya dimanaaaaaaaa ituuuuuu,3
@asranwni3496,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Iphone yg bkin mahal itu hanya logonya saja,2025-03-10T23:41:06Z,iphone yg bkin mahal itu hanya logonya saja,iphone yang bkin mahal itu hanya logonya saja,2
