username,judul video,text,tanggal publish,clean_comment,comment_no_slang,Sentimen,comment_final
@van_jang,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...","bagi kaum gua agak ralat dikit bang david 14:10
"" wow speakernya mantul..
speaker iphone mau yg mahal sama yg MAHAL berisi maximal "" 😂",2025-03-10T05:48:48Z,bagi kaum gua agak ralat dikit bang david 14 10 wow speakernya mantul speaker iphone mau yg mahal sama yg mahal berisi maximal,bagi kaum saya agak ralat dikit bang david 14 10 wow speakernya mantul speaker iphone mau yang mahal sama yang mahal berisi maximal,3.0,kaum agak ralat dikit bang david 14 10 wow speakernya mantul speaker iphone mau mahal sama mahal berisi maximal
@dimassddms257,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...","untuk hasil kamera bagusan yang 16e daripada 16 biasa ,tapi yang 16e tidak selengkap fitur 16 biasa",2025-03-10T05:02:10Z,untuk hasil kamera bagusan yang 16e daripada 16 biasa tapi yang 16e tidak selengkap fitur 16 biasa,untuk hasil kamera bagusan yang 16e daripada 16 biasa tapi yang 16e tidak selengkap fitur 16 biasa,1.0,hasil kamera bagusan 16e daripada 16 biasa tapi 16e selengkap fitur 16 biasa
@elband_audio,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",MENDING IPHONE 15,2025-03-10T05:01:58Z,mending iphone 15,lebih baik iphone 15,2.0,baik iphone 15
@havisofficial9756,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Dari pada beli iphone 16 e kayak nya lebih wort it beli iphone 15,2025-03-10T04:54:02Z,dari pada beli iphone 16 e kayak nya lebih wort it beli iphone 15,dari pada beli iphone 16 e seperti nya lebih wort it beli iphone 15,2.0,beli iphone 16 e nya wort it beli iphone 15
@jadulgadjet,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",mending 15 pm wkwk,2025-03-10T04:40:57Z,mending 15 pm wkwk,lebih baik 15 pm wkwk,2.0,baik 15 pm wkwk
@MissAmericana0009,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",gila ponian 😂😂😂 gak relate sm miss Americana 👏🏼👏🏼🇺🇸 yg sudah pake max max-an,2025-03-10T04:32:46Z,gila ponian gak relate sm miss americana yg sudah pake max max an,gila ponian tidak relate sm miss americana yang sudah pakai max max an,2.0,gila ponian relate sm miss americana pakai max max an
@fahmishihab1946,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Ekonomis banget nihh😂😊,2025-03-10T03:56:52Z,ekonomis banget nihh,ekonomis sekali nihh,1.0,ekonomis sekali nihh
@IrmaYanti-o4v,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...","Buat saya hp ini tidak rate nya dri ip 11 pro max
 Dari segi layar , performa, dan kamera cuma 1..
David terlalu memuji nya",2025-03-10T03:35:48Z,buat saya hp ini tidak rate nya dri ip 11 pro max dari segi layar performa dan kamera cuma 1 david terlalu memuji nya,buat saya hp ini tidak rate nya dri iphone 11 pro max dari segi layar performa dan kamera hanya 1 david terlalu memuji nya,2.0,buat hp rate nya dri iphone 11 pro max segi layar performa kamera cuma 1 david terlalu memuji nya
@reogbrewog,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Ipon 16 e rasa XR. semakin kesini ipon semakin aneh.,2025-03-10T03:30:10Z,ipon 16 e rasa xr semakin kesini ipon semakin aneh,iphoneon 16 e rasa xr semakin kesini iphoneon semakin aneh,2.0,iphoneon 16 e rasa xr semakin kesini iphoneon semakin aneh
@irfastaofficialchanel4799,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Yang lebih lucu nya hp ini  mirip ip xr... Apakah ini ip xr ganti cassing,2025-03-10T03:29:38Z,yang lebih lucu nya hp ini mirip ip xr apakah ini ip xr ganti cassing,yang lebih lucu nya hp ini mirip iphone xr apakah ini iphone xr ganti cassing,2.0,lucu nya hp mirip iphone xr apakah iphone xr ganti cassing
@FarhaniAlfan,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Bg refyu oppo a5 pro,2025-03-09T22:22:11Z,bg refyu oppo a5 pro,bg refyu oppo a5 pro,3.0,bg refyu oppo a5 pro
@FS-mm7un,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",mending ip 15,2025-03-09T21:54:18Z,mending ip 15,lebih baik iphone 15,2.0,baik iphone 15
@RPHCakungPPKHP,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",review tablet rekomended dong,2025-03-09T21:03:57Z,review tablet rekomended dong,review tablet rekomended dong,3.0,review tablet rekomended dong
@varellinnansyah9385,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",gaji di bawa umr malang . cumak bisa liat dowang,2025-03-09T20:49:12Z,gaji di bawa umr malang cumak bisa liat dowang,gaji di bawa umr malang hanyak bisa liat dowang,2.0,gaji bawa umr malang cumak liat dowang
@ppbp139zidandimasy3,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...","Bandingkan dengan harga iPhone resmi yang sama, katanya iphone 13/14 sudah under 11 ya barunya?",2025-03-09T20:44:25Z,bandingkan dengan harga iphone resmi yang sama katanya iphone 13 14 sudah under 11 ya barunya,bandingkan dengan harga iphone resmi yang sama katanya iphone 13 14 sudah under 11 ya barunya,3.0,bandingkan harga iphone resmi sama katanya iphone 13 14 under 11 ya barunya
@rafiaden5350,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...","11e model mirip iphone 7 versi blacknya, bedanya logo apple di tengah",2025-03-09T20:42:11Z,11e model mirip iphone 7 versi blacknya bedanya logo apple di tengah,11e model mirip iphone 7 versi blacknya bedanya logo apple di tengah,2.0,11e model mirip iphone 7 versi blacknya bedanya logo apple tengah
@arfrc-vx5ut,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",wah ini nih hihi,2025-03-09T20:32:14Z,wah ini nih hihi,wah ini nih hihi,1.0,wah nih hihi
@moon_light3211,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...","Saran beli iphone itu langsung ke series yg standar atau yg pling atas jgn beli yg ekonomisnya krn spek dipotong terbilang nanggung tapi harga gk begitu jauh, itulh cara marketing apple",2025-03-09T20:31:56Z,saran beli iphone itu langsung ke series yg standar atau yg pling atas jgn beli yg ekonomisnya krn spek dipotong terbilang nanggung tapi harga gk begitu jauh itulh cara marketing apple,saran beli iphone itu langsung ke series yang standar atau yang pling atas jangan beli yang ekonomisnya krn spek dipotong terbilang nanggung tapi harga gk begitu jauh itulh cara marketing apple,2.0,saran beli iphone langsung series standar pling atas jangan beli ekonomisnya krn spek dipotong terbilang nanggung tapi harga gk begitu jauh itulh cara marketing apple
@annakadarusman506,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...","bang david buseettt komen lu bnyak promoin slot,,😅,mnding filter lg dah dripda ntar kek sadbor",2025-03-09T20:12:32Z,bang david buseettt komen lu bnyak promoin slot mnding filter lg dah dripda ntar kek sadbor,bang david buseettt komen lu banyak promoin slot mnding filter lg dah dripda ntar seperti sadbor,3.0,bang david buseettt komen lu promoin slot mnding filter lg dah dripda ntar sadbor
@bimalaksana4555,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...","Definisi murah 
😂",2025-03-09T18:45:39Z,definisi murah,definisi murah,1.0,definisi murah
@adimasrizal-1340,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",bahas issue ip 13 kena gs bg,2025-03-09T18:05:09Z,bahas issue ip 13 kena gs bg,bahas issue iphone 13 kena gs bg,3.0,bahas issue iphone 13 kena gs bg
@sembilanbelas6687,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Skip lah 😅😅,2025-03-09T17:51:24Z,skip lah,skip lah,2.0,skip lah
@dimasleovernandho5824,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Beli beli,2025-03-09T16:56:21Z,beli beli,beli beli,1.0,beli beli
@riyannation2431,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Masih bertahan di iphone 11😂,2025-03-09T16:37:31Z,masih bertahan di iphone 11,masih bertahan di iphone 11,3.0,bertahan iphone 11
@irfanwahyujatmiko8222,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Salfok ke kaos bang david karna gw juga punya😂,2025-03-09T16:33:28Z,salfok ke kaos bang david karna gw juga punya,salfok ke kaos bang david karna saya juga punya,3.0,salfok kaos bang david karna punya
@ZaentBro,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Bismillah 2025,2025-03-09T16:22:18Z,bismillah 2025,bismillah 2025,1.0,bismillah 2025
@dragonballvr4633,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",11 juta koq murah 😂😂😂,2025-03-09T15:45:18Z,11 juta koq murah,11 juta koq murah,2.0,11 juta koq murah
@yhasiom,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",udah ada di indo?,2025-03-09T15:44:10Z,udah ada di indo,sudah ada di indonesia,1.0,ada indonesia
@BruceWayne-q2q3u,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...","Umur makin tua malah makin gak peduli sama gadget, skrg pake Android entry level buat daily driver. Capek pake hp mahal ujungnya scrolling gak jelas",2025-03-09T15:35:00Z,umur makin tua malah makin gak peduli sama gadget skrg pake android entry level buat daily driver capek pake hp mahal ujungnya scrolling gak jelas,umur makin tua malah makin tidak peduli sama gadget sekarang pakai android entry level buat daily driver lelah pakai hp mahal ujungnya scrolling tidak jelas,3.0,umur makin tua malah makin peduli sama gadget sekarang pakai android entry level buat daily driver lelah pakai hp mahal ujungnya scrolling jelas
@anastasialioniwijaya8779,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Kayak versi SE nya gitu yaa,2025-03-09T15:30:21Z,kayak versi se nya gitu yaa,seperti versi se nya gitu yaa,3.0,versi se nya gitu yaa
@drdoom6106,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",mending xiaomi 15,2025-03-09T15:12:08Z,mending xiaomi 15,lebih baik xiaomi 15,2.0,baik xiaomi 15
@afriyanto0073,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",User samsung s25 tersenyum lihat vidio.ini.... 😂,2025-03-09T14:58:38Z,user samsung s25 tersenyum lihat vidio ini,user samsung s25 tersenyum lihat video ini,2.0,user samsung s25 tersenyum lihat video
@dicky2205,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",10jt up masih 60hz 😁,2025-03-09T14:54:16Z,10jt up masih 60hz,10juta up masih 60hz,2.0,10juta up 60hz
@vyanimee,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...","beli hp 1jt aja susah bang, gaji cuma buat makan sehari"", semoga kita semua slalu diberi kesehatan dan selalu bersyukur. 😊",2025-03-09T14:52:37Z,beli hp 1jt aja susah bang gaji cuma buat makan sehari semoga kita semua slalu diberi kesehatan dan selalu bersyukur,beli hp 1juta aja susah bang gaji hanya buat makan sehari semoga kita semua selalu diberi kesehatan dan selalu bersayaukur,3.0,beli hp 1juta aja susah bang gaji cuma buat makan sehari semoga diberi kesehatan bersayaukur
@candrakristian7963,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",se7,2025-03-09T13:47:36Z,se7,se7,1.0,se7
@markoclok1799,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",apa kalian masih mengingat samsung s10e?,2025-03-09T13:36:45Z,apa kalian masih mengingat samsung s10e,apa kalian masih mengingat samsung s10e,3.0,kalian mengingat samsung s10e
@AchmadHafidz-o8w,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Masih setia sama ip 7 dari 2018 😢,2025-03-09T13:22:15Z,masih setia sama ip 7 dari 2018,masih setia sama iphone 7 dari 2018,3.0,setia sama iphone 7 2018
@kevinchristiankc15,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Li-Ion 4005 mAh kok bangg,2025-03-09T12:59:27Z,li ion 4005 mah kok bangg,li ion 4005 mah kok bangg,3.0,li ion 4005 mah kok bangg
@harleyeddysondwistio4300,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...","meskipun sy android user, tp selalu menyimak informasi tentang iphone review dr gadgetin.....tp ujung2nya setelah bandingin versi terendah samsung terbaru dan versi terendah iphone terbaru.............belinya malah xiaomi versi tertinggi LOL
maklum sy kaum mendang-mending😁😁😁 kok bisa yh mereka jual murah dengan spek yg tinggi banget. pengen rasanya pindah cobain samsung atau iphone, tp sampai saat ini belum dibuat kecewa sama xiaomi",2025-03-09T12:53:38Z,meskipun sy android user tp selalu menyimak informasi tentang iphone review dr gadgetin tp ujung2nya setelah bandingin versi terendah samsung terbaru dan versi terendah iphone terbaru belinya malah xiaomi versi tertinggi lol maklum sy kaum mendang mending kok bisa yh mereka jual murah dengan spek yg tinggi banget pengen rasanya pindah cobain samsung atau iphone tp sampai saat ini belum dibuat kecewa sama xiaomi,meskipun saya android user tp selalu menyimak informasi tentang iphone review dr gadgetin tp ujung2nya setelah bandingin versi terendah samsung terbaru dan versi terendah iphone terbaru belinya malah xiaomi versi tertinggi lol maklum saya kaum mendang mending kok bisa yh mereka jual murah dengan spek yang tinggi sekali ingin rasanya pindah cobain samsung atau iphone tp sampai saat ini belum dibuat kecewa sama xiaomi,2.0,meskipun android user tp menyimak informasi iphone review dr gadgetin tp ujung2nya bandingin versi terendah samsung terbaru versi terendah iphone terbaru belinya malah xiaomi versi tertinggi lol maklum kaum mendang mending kok yh jual murah spek tinggi sekali pengen rasanya pindah cobain samsung iphone tp sampai belum dibuat kecewa sama xiaomi
@kevinchristiankc15,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",iphone turbo tapi versi ekonomis,2025-03-09T12:50:36Z,iphone turbo tapi versi ekonomis,iphone turbo tapi versi ekonomis,1.0,iphone turbo tapi versi ekonomis
@Londo_Ireng888,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Mase mending ip 15 base model. harga kurang lbh sama.,2025-03-09T12:48:17Z,mase mending ip 15 base model harga kurang lbh sama,mase lebih baik iphone 15 base model harga kurang lebih sama,2.0,mase baik iphone 15 base model harga kurang sama
@aguseditor9867,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Kirain ip 7 😅,2025-03-09T12:40:38Z,kirain ip 7,kirain iphone 7,3.0,kirain iphone 7
@indomie_seleramu,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Saya tidak mendengar “safe and sound” di video ini,2025-03-09T12:24:10Z,saya tidak mendengar safe and sound di video ini,saya tidak mendengar safe and sound di video ini,3.0,mendengar safe and sound video
@pp-in4zx,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",16:57   yg di unggulin chip kenceng tapi di ruangan AC aja bisa 47° apa lagi outdor. Hanya iphone  jual tombol multifungsi sama usb C itu doang dan AI itu pun juga masih kureng. Dijual seharga 12 jt ntr😂,2025-03-09T12:12:31Z,16 57 yg di unggulin chip kenceng tapi di ruangan ac aja bisa 47 apa lagi outdor hanya iphone jual tombol multifungsi sama usb c itu doang dan ai itu pun juga masih kureng dijual seharga 12 jt ntr,16 57 yang di unggulin chip kenceng tapi di ruangan ac aja bisa 47 apa lagi outdor hanya iphone jual tombol multifungsi sama usb c itu saja dan ai itu pun juga masih kureng dijual seharga 12 juta ntr,3.0,16 57 unggulin chip kenceng tapi ruangan ac aja 47 outdor iphone jual tombol multifungsi sama usb c doang ai pun kureng dijual seharga 12 juta ntr
@asistengoogle9139,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",11 juta dapat kamera 1 Mending xiomi mi 11 ultra,2025-03-09T11:53:28Z,11 juta dapat kamera 1 mending xiomi mi 11 ultra,11 juta dapat kamera 1 lebih baik xiomi mi 11 ultra,2.0,11 juta kamera 1 baik xiomi mi 11 ultra
@teguhabdi6030,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Ah baru ambil iphon 13 😢,2025-03-09T11:24:04Z,ah baru ambil iphon 13,ah baru ambil iphone 13,3.0,ah baru ambil iphone 13
@wencytandean25,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",11jt ekonomis,2025-03-09T10:39:59Z,11jt ekonomis,11juta ekonomis,2.0,11juta ekonomis
@muhamadzenzen8487,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",2 taun yg akan datang baru laku ini hp,2025-03-09T10:30:46Z,2 taun yg akan datang baru laku ini hp,2 taun yang akan datang baru laku ini hp,3.0,2 taun datang baru laku hp
@MSayfudin-o2v,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Dah gak kbyang 128 11juta,2025-03-09T10:15:40Z,dah gak kbyang 128 11juta,dah tidak kbyang 128 11juta,3.0,dah kbyang 128 11juta
@alfanhudan7107,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Mending iphone 13 sih dengan harga selisih 5 juta,2025-03-09T10:13:54Z,mending iphone 13 sih dengan harga selisih 5 juta,lebih baik iphone 13 sih dengan harga selisih 5 juta,2.0,baik iphone 13 sih harga selisih 5 juta
@PrakosoKoko,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Kirain ip se selanjutnya eh 16e 😂 misal 8jt 128gb menarik tuh 😂,2025-03-09T10:05:46Z,kirain ip se selanjutnya eh 16e misal 8jt 128gb menarik tuh,kirain iphone se selanjutnya eh 16e misal 8juta 128gb menarik tuh,1.0,kirain iphone se selanjutnya eh 16e misal 8juta 128gb menarik tuh
@evanfahruddin3739,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...","kemaren pas review iphone 16 & 16 pro di singapore ngomongnya lebih seneng warna gloosy, giliran sekarang seneng mad mad",2025-03-09T09:53:46Z,kemaren pas review iphone 16 16 pro di singapore ngomongnya lebih seneng warna gloosy giliran sekarang seneng mad mad,kemaren pas review iphone 16 16 pro di singapore ngomongnya lebih seneng warna gloosy giliran sekarang seneng mad mad,3.0,kemaren pas review iphone 16 16 pro singapore ngomongnya seneng warna gloosy giliran sekarang seneng mad mad
@alamsyahpangestu8603,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Apakah iphone 16e itu adalah iphone SE 4? Bantu jawab all friend,2025-03-09T09:51:33Z,apakah iphone 16e itu adalah iphone se 4 bantu jawab all friend,apakah iphone 16e itu adalah iphone se 4 bantu jawab all friend,3.0,apakah iphone 16e iphone se 4 bantu jawab all friend
@KenzoIzanaghi,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...","""EKONOMIS"" tapi dompetku masih tetap merintih 😢",2025-03-09T09:38:59Z,ekonomis tapi dompetku masih tetap merintih,ekonomis tapi dompetku masih tetap merintih,3.0,ekonomis tapi dompetku tetap merintih
@muhamadwahyudinnur,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Tak kirain 5 jt an wkkwkkw,2025-03-09T09:34:14Z,tak kirain 5 jt an wkkwkkw,tak kirain 5 juta an wkkwkkw,3.0,tak kirain 5 juta an wkkwkkw
@kevinchristiankc15,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",ntar lagi resmi kokm tapi,2025-03-09T09:23:31Z,ntar lagi resmi kokm tapi,ntar lagi resmi kokm tapi,3.0,ntar resmi kokm tapi
@Aditiya-t1n,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Tida tertarik,2025-03-09T09:15:35Z,tida tertarik,tida tertarik,2.0,tida tertarik
@harutori790,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",harga resmi di amerika 600$ masuk indo jadi 800$ konversiin aja 🗿,2025-03-09T08:53:43Z,harga resmi di amerika 600 masuk indo jadi 800 konversiin aja,harga resmi di amerika 600 masuk indonesia jadi 800 konversiin aja,3.0,harga resmi amerika 600 masuk indonesia 800 konversiin aja
@richardgunawan3348,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",iphone 16e gabisa 0.5 ya kameranya?,2025-03-09T08:34:44Z,iphone 16e gabisa 0 5 ya kameranya,iphone 16e gabisa 0 5 ya kameranya,3.0,iphone 16e gabisa 0 5 ya kameranya
@projectreview6824,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",20:57 IQBAL PAKEK BAHASA PALEMBANG KAH??? haha,2025-03-09T08:27:15Z,20 57 iqbal pakek bahasa palembang kah haha,20 57 iqbal paseperti bahasa palembang kah haha,3.0,20 57 iqbal paseperti bahasa palembang kah haha
@muhammadmuzayyidalazhar9276,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Intinya branding apple serba si paling nanggung,2025-03-09T08:14:41Z,intinya branding apple serba si paling nanggung,intinya branding apple serba si paling nanggung,2.0,intinya branding apple serba si paling nanggung
@Andrian-iw9nw,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",IP 13 aman ga bg? ktnya bisa kena green screen ya?,2025-03-09T08:13:22Z,ip 13 aman ga bg ktnya bisa kena green screen ya,iphone 13 aman ga bg ktnya bisa kena green screen ya,3.0,iphone 13 aman ga bg ktnya kena green screen ya
@ahmadputra5640,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Semua Apple akan balik ke desain lama 😂,2025-03-09T08:12:06Z,semua apple akan balik ke desain lama,semua apple akan balik ke desain lama,3.0,apple balik desain lama
@muhammadmaulana2396,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...","Seumur-umur beli hp masih di bawah 3 jt, 😊",2025-03-09T08:01:35Z,seumur umur beli hp masih di bawah 3 jt,seumur umur beli hp masih di bawah 3 juta,3.0,seumur umur beli hp bawah 3 juta
@Nakmama17,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Walau hp gw jadul yg penting pulsa ma kuota banyak,2025-03-09T07:55:47Z,walau hp gw jadul yg penting pulsa ma kuota banyak,walau hp saya jadul yang penting pulsa ma kuota banyak,3.0,walau hp jadul penting pulsa ma kuota
@Zoppie79,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Harganya😱😱😱😱😱 bagi saya....😁😁😁,2025-03-09T07:41:37Z,harganya bagi saya,harganya bagi saya,3.0,harganya
@Bro_EiM,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Mirip hp saya buset . OPPO F7 😂  notch nya kameranya.,2025-03-09T07:03:41Z,mirip hp saya buset oppo f7 notch nya kameranya,mirip hp saya buset oppo f7 notch nya kameranya,3.0,mirip hp buset oppo f7 notch nya kameranya
@dahniardahniar-t3e,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",mending 13 atau 16e ya?,2025-03-09T06:51:19Z,mending 13 atau 16e ya,lebih baik 13 atau 16e ya,3.0,baik 13 16e ya
@BuMun-i8g,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...","Aku nunggu Samsung A56 ja ah,.. 🎉🎉🎉",2025-03-09T06:47:44Z,aku nunggu samsung a56 ja ah,saya nunggu samsung a56 ja ah,3.0,nunggu samsung a56 ja ah
@batako7234,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Decoy product. Nice move Apple 😅,2025-03-09T06:41:11Z,decoy product nice move apple,decoy product nice move apple,1.0,decoy product nice move apple
@qoniqonut2188,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Bang bahas hp ter wort it lebaran besok bang😊😊😊😊😊😊,2025-03-09T06:23:13Z,bang bahas hp ter wort it lebaran besok bang,bang bahas hp ter wort it lebaran besok bang,3.0,bang bahas hp ter wort it lebaran besok bang
@TheFallenHuman327,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Iphone 16e hasil kameranya lebih kontras sedikit dari warnanya juga lebih kuat sedikit kalau yang 16 biasa lebih mendekati natural,2025-03-09T06:14:49Z,iphone 16e hasil kameranya lebih kontras sedikit dari warnanya juga lebih kuat sedikit kalau yang 16 biasa lebih mendekati natural,iphone 16e hasil kameranya lebih kontras sedikit dari warnanya juga lebih kuat sedikit kalau yang 16 biasa lebih mendekati natural,1.0,iphone 16e hasil kameranya kontras sedikit warnanya kuat sedikit kalau 16 biasa mendekati natural
@dickypurnama1267,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",11 jutaan sekarang udah sapat Ip 14 base dan hampir seharga ip15 base tinggal bambah dikit,2025-03-09T05:53:22Z,11 jutaan sekarang udah sapat ip 14 base dan hampir seharga ip15 base tinggal bambah dikit,11 jutaan sekarang sudah sapat iphone 14 base dan hampir seharga iphone15 base tinggal bambah dikit,2.0,11 jutaan sekarang sapat iphone 14 base hampir seharga iphone15 base tinggal bambah dikit
@blxyzo,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...","hp mana chipset kenceng , tapi harga cuman 1,1jt cuman itel p55 5g selain itu ga ada, hp langka chipset bagus😂",2025-03-09T05:50:06Z,hp mana chipset kenceng tapi harga cuman 1 1jt cuman itel p55 5g selain itu ga ada hp langka chipset bagus,hp mana chipset kenceng tapi harga hanya 1 1juta hanya itel p55 5g selain itu ga ada hp langka chipset bagus,3.0,hp mana chipset kenceng tapi harga 1 1juta itel p55 5g selain ga ada hp langka chipset bagus
@pokegaming8957,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Kapan review tws lagi,2025-03-09T05:36:59Z,kapan review tws lagi,kapan review tws lagi,3.0,kapan review tws
@KamwisDipowinatan,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...","Video jauh banget sama 16 aja,,, getar atau shaking bgt apalagi di tahun 2025 ini kan banyak konten kreator yg butuh video yang bagus....",2025-03-09T05:34:06Z,video jauh banget sama 16 aja getar atau shaking bgt apalagi di tahun 2025 ini kan banyak konten kreator yg butuh video yang bagus,video jauh sekali sama 16 aja getar atau shaking sekali apalagi di tahun 2025 ini kan banyak konten kreator yang butuh video yang bagus,1.0,video jauh sekali sama 16 aja getar shaking banget apalagi tahun 2025 kan konten kreator butuh video bagus
@syahrulhady1015,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",6:50 kayak panggil kucing😅,2025-03-09T05:23:28Z,6 50 kayak panggil kucing,6 50 seperti panggil kucing,3.0,6 50 panggil kucing
